time,date,ip,log,label
19:51:47,12-04-2026,136.212.36.238,session closed normally,normal
19:51:48,12-04-2026,93.84.113.52,failed login attempt then success,normal
19:51:49,12-04-2026,114.215.166.160,session closed normally,normal
19:51:50,12-04-2026,89.184.176.184,brief database connection retry success,normal
19:51:51,12-04-2026,41.161.37.196,session started,normal
19:51:52,12-04-2026,227.89.106.100,query executed successfully,normal
19:51:53,12-04-2026,112.90.201.147,session reopened after timeout,normal
19:51:54,12-04-2026,45.33.32.156,ddos request flood 5000 requests per second,ddos
19:51:55,12-04-2026,30.78.61.199,token refreshed successfully,normal
19:51:56,12-04-2026,21.56.183.3,cache hit for request,normal
19:51:57,12-04-2026,249.67.134.62,failed login attempt then success,normal
19:51:58,12-04-2026,56.6.49.181,cache hit for request,normal
19:51:59,12-04-2026,69.228.217.25,user logged out,normal
19:52:00,12-04-2026,141.129.55.140,login successful,normal
19:52:01,12-04-2026,127.97.168.240,connection established successfully,normal
19:52:02,12-04-2026,89.204.124.162,query executed successfully,normal
19:52:04,12-04-2026,30.78.61.199,connection established successfully,normal
19:52:05,12-04-2026,103.21.244.0,failed login attempt,brute_force
19:52:06,12-04-2026,21.56.183.3,session closed normally,normal
19:52:07,12-04-2026,89.204.124.162,api call completed,normal
19:52:08,12-04-2026,30.78.61.199,password verified successfully,normal
19:52:09,12-04-2026,65.159.212.65,user logged out,normal
19:52:10,12-04-2026,65.207.213.189,data fetched from database,normal
19:52:11,12-04-2026,170.230.24.78,request processed successfully,normal
19:52:12,12-04-2026,120.215.10.121,login from new ip verified,normal
19:52:13,12-04-2026,30.78.61.199,session started,normal
19:52:14,12-04-2026,172.145.205.200,normal authentication success,normal
19:52:15,12-04-2026,45.33.32.156,multiple session spam from single ip,session_spam
19:52:16,12-04-2026,93.84.113.52,session started,normal
19:52:17,12-04-2026,83.249.18.136,brief database connection retry success,normal
19:52:18,12-04-2026,60.211.213.144,connection established successfully,normal
19:52:19,12-04-2026,33.160.89.236,token refreshed successfully,normal
19:52:20,12-04-2026,227.89.106.100,token refreshed successfully,normal
19:52:21,12-04-2026,69.228.217.25,session started,normal
19:52:22,12-04-2026,100.66.25.203,api call completed,normal
19:52:23,12-04-2026,67.171.65.231,cache hit for request,normal
19:52:24,12-04-2026,42.143.85.184,connection established successfully,normal
19:52:25,12-04-2026,45.33.32.156,sql injection attempt detected,sql_injection
19:52:26,12-04-2026,180.30.184.224,user logged out,normal
19:52:27,12-04-2026,69.228.217.25,session started,normal
19:52:28,12-04-2026,83.249.18.136,cache hit for request,normal
19:52:29,12-04-2026,127.249.128.53,session reopened after timeout,normal
19:52:30,12-04-2026,112.90.201.147,normal authentication success,normal
19:52:31,12-04-2026,33.160.89.236,query executed successfully,normal
19:52:32,12-04-2026,114.215.166.160,session reopened after timeout,normal
19:52:33,12-04-2026,141.49.28.195,token refreshed successfully,normal
19:52:34,12-04-2026,249.109.230.120,failed login attempt then success,normal
19:52:35,12-04-2026,203.0.113.42,cpu usage spike 98 percent,cpu_spike
19:52:36,12-04-2026,239.26.69.30,request processed successfully,normal
19:52:37,12-04-2026,174.33.51.59,login successful,normal
19:52:38,12-04-2026,249.67.134.62,brief database connection retry success,normal
19:52:39,12-04-2026,127.97.168.240,request processed successfully,normal
19:52:40,12-04-2026,172.145.205.200,failed login attempt then success,normal
19:52:41,12-04-2026,243.48.144.10,query executed successfully,normal
19:52:42,12-04-2026,95.209.167.87,file read successfully,normal
19:52:43,12-04-2026,249.67.134.62,file read successfully,normal
19:52:44,12-04-2026,180.30.184.224,password verified successfully,normal
19:52:45,12-04-2026,203.0.113.42,unauthorized access attempt detected,unauthorized_access
19:52:46,12-04-2026,42.143.85.184,connection established successfully,normal
19:52:47,12-04-2026,108.84.58.22,login from new ip verified,normal
19:52:48,12-04-2026,136.212.36.238,normal authentication success,normal
19:52:49,12-04-2026,65.207.213.189,request processed successfully,normal
19:52:50,12-04-2026,42.143.85.184,token refreshed successfully,normal
19:52:51,12-04-2026,249.109.230.120,session closed normally,normal
19:52:52,12-04-2026,194.143.19.89,connection established successfully,normal
19:52:53,12-04-2026,120.200.118.120,login successful,normal
19:52:54,12-04-2026,67.171.65.231,user profile loaded,normal
19:52:55,12-04-2026,192.168.66.66,data exfiltration large file transfer 2gb,data_exfiltration
19:52:56,12-04-2026,33.160.89.236,token refreshed successfully,normal
19:52:57,12-04-2026,194.143.19.89,session reopened after timeout,normal
19:52:58,12-04-2026,21.56.183.3,failed login attempt then success,normal
19:52:59,12-04-2026,227.89.106.100,login successful,normal
19:53:00,12-04-2026,97.231.133.160,file read successfully,normal
19:53:01,12-04-2026,69.228.217.25,normal authentication success,normal
19:53:02,12-04-2026,83.249.18.136,session started,normal
19:53:03,12-04-2026,127.97.168.240,file read successfully,normal
19:53:04,12-04-2026,174.33.51.59,session closed normally,normal
19:53:05,12-04-2026,192.168.66.66,multiple session spam from single ip,session_spam
19:53:06,12-04-2026,56.6.49.181,session closed normally,normal
19:53:07,12-04-2026,69.228.217.25,session started,normal
19:53:08,12-04-2026,95.209.167.87,brief database connection retry success,normal
19:53:09,12-04-2026,60.211.213.144,password verified successfully,normal
19:53:10,12-04-2026,41.135.83.82,session reopened after timeout,normal
19:53:11,12-04-2026,243.48.144.10,connection established successfully,normal
19:53:12,12-04-2026,95.79.198.83,session reopened after timeout,normal
19:53:13,12-04-2026,239.26.69.30,data fetched from database,normal
19:53:14,12-04-2026,127.249.128.53,normal authentication success,normal
19:53:15,12-04-2026,203.0.113.42,failed login attempt,brute_force
19:53:16,12-04-2026,114.215.166.160,normal authentication success,normal
19:53:17,12-04-2026,69.228.217.25,normal authentication success,normal
19:53:18,12-04-2026,100.66.25.203,token refreshed successfully,normal
19:53:19,12-04-2026,56.6.49.181,api call completed,normal
19:53:20,12-04-2026,227.89.106.100,session closed normally,normal
19:53:21,12-04-2026,83.249.18.136,normal authentication success,normal
19:53:22,12-04-2026,181.152.105.215,cache hit for request,normal
19:53:23,12-04-2026,179.7.109.16,user profile loaded,normal
19:53:24,12-04-2026,89.184.176.184,api call completed,normal
19:53:25,12-04-2026,192.168.66.66,ddos request flood 5000 requests per second,ddos
19:53:26,12-04-2026,41.161.37.196,token refreshed successfully,normal
19:53:27,12-04-2026,69.228.217.25,query executed successfully,normal
19:53:28,12-04-2026,194.143.19.89,session started,normal
19:53:29,12-04-2026,112.90.201.147,password verified successfully,normal
19:53:30,12-04-2026,243.48.144.10,session closed normally,normal
19:53:31,12-04-2026,160.23.112.78,failed login attempt then success,normal
19:53:32,12-04-2026,160.23.112.78,login from new ip verified,normal
19:53:33,12-04-2026,170.230.24.78,api call completed,normal
19:53:34,12-04-2026,30.82.144.131,normal authentication success,normal
19:53:35,12-04-2026,192.168.66.66,failed login attempt,brute_force
19:53:36,12-04-2026,179.7.109.16,session closed normally,normal
19:53:37,12-04-2026,170.230.24.78,user profile loaded,normal
19:53:38,12-04-2026,227.89.106.100,user profile loaded,normal
19:53:39,12-04-2026,89.204.124.162,session reopened after timeout,normal
19:53:40,12-04-2026,72.128.229.156,token refreshed successfully,normal
19:53:41,12-04-2026,65.207.213.189,login from new ip verified,normal
19:53:42,12-04-2026,136.212.36.238,brief database connection retry success,normal
19:53:43,12-04-2026,41.161.37.196,normal authentication success,normal
19:53:44,12-04-2026,181.152.105.215,password verified successfully,normal
19:53:45,12-04-2026,198.51.100.1,failed login attempt,brute_force
19:53:46,12-04-2026,65.207.213.189,failed login attempt then success,normal
19:53:47,12-04-2026,41.135.83.82,normal authentication success,normal
19:53:48,12-04-2026,89.184.176.184,session reopened after timeout,normal
19:53:49,12-04-2026,236.203.182.178,file read successfully,normal
19:53:50,12-04-2026,67.171.65.231,connection established successfully,normal
19:53:51,12-04-2026,95.79.198.83,cache hit for request,normal
19:53:52,12-04-2026,21.56.183.3,connection established successfully,normal
19:53:53,12-04-2026,41.135.83.82,cache hit for request,normal
19:53:54,12-04-2026,114.215.166.160,token refreshed successfully,normal
19:53:55,12-04-2026,192.168.66.66,data exfiltration large file transfer 2gb,data_exfiltration
19:53:56,12-04-2026,141.129.55.140,session reopened after timeout,normal
19:53:57,12-04-2026,41.135.83.82,api call completed,normal
19:53:58,12-04-2026,249.109.230.120,session closed normally,normal
19:53:59,12-04-2026,227.89.106.100,session started,normal
19:54:00,12-04-2026,170.230.24.78,failed login attempt then success,normal
19:54:01,12-04-2026,114.215.166.160,data fetched from database,normal
19:54:02,12-04-2026,56.6.49.181,user profile loaded,normal
19:54:03,12-04-2026,67.171.65.231,file read successfully,normal
19:54:04,12-04-2026,179.7.109.16,query executed successfully,normal
19:54:05,12-04-2026,203.0.113.42,infinite retry loop detected,infinite_retry
19:54:06,12-04-2026,160.23.112.78,session reopened after timeout,normal
19:54:07,12-04-2026,170.230.24.78,file read successfully,normal
19:54:08,12-04-2026,69.228.217.25,session reopened after timeout,normal
19:54:09,12-04-2026,69.228.217.25,file read successfully,normal
19:54:10,12-04-2026,108.84.58.22,normal authentication success,normal
19:54:11,12-04-2026,179.7.109.16,session started,normal
19:54:12,12-04-2026,181.152.105.215,user logged out,normal
19:54:13,12-04-2026,120.215.10.121,session closed normally,normal
19:54:14,12-04-2026,65.207.213.189,login successful,normal
19:54:15,12-04-2026,198.51.100.1,failed login attempt,brute_force
19:54:16,12-04-2026,174.33.51.59,user logged out,normal
19:54:17,12-04-2026,141.129.55.140,normal authentication success,normal
19:54:18,12-04-2026,69.228.217.25,data fetched from database,normal
19:54:19,12-04-2026,89.184.176.184,failed login attempt then success,normal
19:54:20,12-04-2026,69.228.217.25,session started,normal
19:54:21,12-04-2026,83.249.18.136,normal authentication success,normal
19:54:22,12-04-2026,67.171.65.231,session started,normal
19:54:23,12-04-2026,42.143.85.184,user profile loaded,normal
19:54:24,12-04-2026,56.6.49.181,data fetched from database,normal
19:54:25,12-04-2026,203.0.113.42,multiple session spam from single ip,session_spam
19:54:26,12-04-2026,127.249.128.53,user profile loaded,normal
19:54:27,12-04-2026,141.49.28.195,query executed successfully,normal
19:54:28,12-04-2026,249.109.230.120,connection established successfully,normal
19:54:29,12-04-2026,93.84.113.52,session started,normal
19:54:30,12-04-2026,212.148.221.19,normal authentication success,normal
19:54:31,12-04-2026,172.145.205.200,session started,normal
19:54:32,12-04-2026,56.6.49.181,brief database connection retry success,normal
19:54:33,12-04-2026,97.231.133.160,query executed successfully,normal
19:54:34,12-04-2026,227.89.106.100,login successful,normal
19:54:36,12-04-2026,198.51.100.1,failed login attempt,brute_force
19:54:37,12-04-2026,60.211.213.144,session reopened after timeout,normal
19:54:38,12-04-2026,65.159.212.65,query executed successfully,normal
19:54:39,12-04-2026,180.30.184.224,data fetched from database,normal
19:54:40,12-04-2026,239.26.69.30,normal authentication success,normal
19:54:41,12-04-2026,112.90.201.147,session started,normal
19:54:42,12-04-2026,95.209.167.87,login from new ip verified,normal
19:54:43,12-04-2026,93.84.113.52,cache hit for request,normal
19:54:44,12-04-2026,60.211.213.144,token refreshed successfully,normal
19:54:45,12-04-2026,249.109.230.120,token refreshed successfully,normal
19:54:46,12-04-2026,192.168.66.66,multiple session spam from single ip,session_spam
19:54:47,12-04-2026,65.159.212.65,session reopened after timeout,normal
19:54:48,12-04-2026,100.66.25.203,data fetched from database,normal
19:54:49,12-04-2026,179.7.109.16,login from new ip verified,normal
19:54:50,12-04-2026,65.207.213.189,connection established successfully,normal
19:54:51,12-04-2026,65.159.212.65,user logged out,normal
19:54:52,12-04-2026,42.143.85.184,token refreshed successfully,normal
19:54:53,12-04-2026,127.249.128.53,login successful,normal
19:54:54,12-04-2026,21.56.183.3,token refreshed successfully,normal
19:54:55,12-04-2026,127.97.168.240,failed login attempt then success,normal
19:54:56,12-04-2026,198.51.100.1,unauthorized access attempt detected,unauthorized_access
19:54:57,12-04-2026,67.171.65.231,password verified successfully,normal
19:54:58,12-04-2026,236.203.182.178,session started,normal
19:54:59,12-04-2026,41.135.83.82,session reopened after timeout,normal
19:55:00,12-04-2026,21.56.183.3,session closed normally,normal
19:55:01,12-04-2026,56.6.49.181,failed login attempt then success,normal
19:55:02,12-04-2026,170.230.24.78,normal authentication success,normal
19:55:03,12-04-2026,73.98.124.233,login from new ip verified,normal
19:55:04,12-04-2026,160.23.112.78,session started,normal
19:55:05,12-04-2026,95.79.198.83,failed login attempt then success,normal
19:55:06,12-04-2026,192.168.66.66,sql injection attempt detected,sql_injection
19:55:07,12-04-2026,67.171.65.231,data fetched from database,normal
19:55:08,12-04-2026,69.228.217.25,connection established successfully,normal
19:55:09,12-04-2026,65.207.213.189,query executed successfully,normal
19:55:10,12-04-2026,112.90.201.147,session reopened after timeout,normal
19:55:11,12-04-2026,243.48.144.10,user logged out,normal
19:55:12,12-04-2026,180.30.184.224,login successful,normal
19:55:13,12-04-2026,42.143.85.184,session reopened after timeout,normal
19:55:14,12-04-2026,207.116.168.17,request processed successfully,normal
19:55:15,12-04-2026,30.78.61.199,normal authentication success,normal
19:55:16,12-04-2026,198.51.100.1,memory overflow critical error,memory_overflow
19:55:17,12-04-2026,249.67.134.62,password verified successfully,normal
19:55:18,12-04-2026,60.211.213.144,token refreshed successfully,normal
19:55:19,12-04-2026,69.228.217.25,api call completed,normal
19:55:20,12-04-2026,100.66.25.203,connection established successfully,normal
19:55:21,12-04-2026,243.48.144.10,session closed normally,normal
19:55:22,12-04-2026,170.230.24.78,token refreshed successfully,normal
19:55:23,12-04-2026,249.109.230.120,login successful,normal
19:55:24,12-04-2026,41.135.83.82,normal authentication success,normal
19:55:25,12-04-2026,95.79.198.83,session closed normally,normal
19:55:26,12-04-2026,192.168.66.66,cpu usage spike 98 percent,cpu_spike
19:55:27,12-04-2026,89.184.176.184,session closed normally,normal
19:55:28,12-04-2026,30.82.144.131,file read successfully,normal
19:55:29,12-04-2026,83.249.18.136,file read successfully,normal
19:55:30,12-04-2026,65.207.213.189,query executed successfully,normal
19:55:31,12-04-2026,243.48.144.10,session started,normal
19:55:32,12-04-2026,172.145.205.200,data fetched from database,normal
19:55:33,12-04-2026,69.228.217.25,token refreshed successfully,normal
19:55:34,12-04-2026,114.215.166.160,file read successfully,normal
19:55:35,12-04-2026,65.159.212.65,user logged out,normal
19:55:36,12-04-2026,45.33.32.156,memory overflow critical error,memory_overflow
19:55:37,12-04-2026,60.211.213.144,password verified successfully,normal
19:55:38,12-04-2026,127.97.168.240,normal authentication success,normal
19:55:39,12-04-2026,239.26.69.30,cache hit for request,normal
19:55:40,12-04-2026,42.143.85.184,login successful,normal
19:55:41,12-04-2026,243.48.144.10,login from new ip verified,normal
19:55:42,12-04-2026,69.228.217.25,data fetched from database,normal
19:55:43,12-04-2026,227.89.106.100,cache hit for request,normal
19:55:44,12-04-2026,65.207.213.189,brief database connection retry success,normal
19:55:45,12-04-2026,172.145.205.200,login successful,normal
19:55:46,12-04-2026,192.168.66.66,unauthorized access attempt detected,unauthorized_access
19:55:47,12-04-2026,65.159.212.65,file read successfully,normal
19:55:48,12-04-2026,95.79.198.83,login from new ip verified,normal
19:55:49,12-04-2026,100.66.25.203,session started,normal
19:55:50,12-04-2026,227.89.106.100,normal authentication success,normal
19:55:51,12-04-2026,56.6.49.181,failed login attempt then success,normal
19:55:52,12-04-2026,207.116.168.17,session reopened after timeout,normal
19:55:53,12-04-2026,33.160.89.236,cache hit for request,normal
19:55:54,12-04-2026,73.98.124.233,login successful,normal
19:55:55,12-04-2026,114.215.166.160,connection established successfully,normal
19:55:56,12-04-2026,45.33.32.156,database connection failed repeatedly,db_failure
19:55:57,12-04-2026,141.49.28.195,query executed successfully,normal
19:55:58,12-04-2026,95.209.167.87,user logged out,normal
19:55:59,12-04-2026,172.145.205.200,brief database connection retry success,normal
19:56:00,12-04-2026,120.200.118.120,failed login attempt then success,normal
19:56:01,12-04-2026,243.48.144.10,normal authentication success,normal
19:56:02,12-04-2026,160.23.112.78,session reopened after timeout,normal
19:56:03,12-04-2026,249.67.134.62,login from new ip verified,normal
19:56:04,12-04-2026,207.116.168.17,file read successfully,normal
19:56:05,12-04-2026,56.6.49.181,query executed successfully,normal
19:56:06,12-04-2026,192.168.66.66,ddos request flood 5000 requests per second,ddos
19:56:07,12-04-2026,95.79.198.83,brief database connection retry success,normal
19:56:08,12-04-2026,243.48.144.10,request processed successfully,normal
19:56:09,12-04-2026,249.109.230.120,login successful,normal
19:56:10,12-04-2026,41.135.83.82,session reopened after timeout,normal
19:56:11,12-04-2026,97.231.133.160,connection established successfully,normal
19:56:12,12-04-2026,83.249.18.136,failed login attempt then success,normal
19:56:13,12-04-2026,83.249.18.136,session started,normal
19:56:14,12-04-2026,172.145.205.200,cache hit for request,normal
19:56:15,12-04-2026,194.143.19.89,session started,normal
19:56:16,12-04-2026,198.51.100.1,infinite retry loop detected,infinite_retry
19:56:17,12-04-2026,120.215.10.121,user profile loaded,normal
19:56:18,12-04-2026,67.171.65.231,cache hit for request,normal
19:56:19,12-04-2026,114.215.166.160,token refreshed successfully,normal
19:56:20,12-04-2026,127.249.128.53,query executed successfully,normal
19:56:21,12-04-2026,194.143.19.89,request processed successfully,normal
19:56:22,12-04-2026,141.129.55.140,cache hit for request,normal
19:56:23,12-04-2026,97.231.133.160,session reopened after timeout,normal
19:56:24,12-04-2026,114.215.166.160,data fetched from database,normal
19:56:25,12-04-2026,65.207.213.189,brief database connection retry success,normal
19:56:26,12-04-2026,45.33.32.156,failed login attempt,brute_force
19:56:27,12-04-2026,227.89.106.100,login from new ip verified,normal
19:56:28,12-04-2026,95.209.167.87,file read successfully,normal
19:56:29,12-04-2026,127.97.168.240,cache hit for request,normal
19:56:30,12-04-2026,112.90.201.147,data fetched from database,normal
19:56:31,12-04-2026,227.89.106.100,session closed normally,normal
19:56:32,12-04-2026,249.109.230.120,session started,normal
19:56:33,12-04-2026,65.159.212.65,session closed normally,normal
19:56:34,12-04-2026,72.128.229.156,login successful,normal
19:56:35,12-04-2026,136.212.36.238,user profile loaded,normal
19:56:36,12-04-2026,192.168.66.66,infinite retry loop detected,infinite_retry
19:56:37,12-04-2026,72.128.229.156,brief database connection retry success,normal
19:56:38,12-04-2026,30.78.61.199,query executed successfully,normal
19:56:39,12-04-2026,21.56.183.3,query executed successfully,normal
19:56:40,12-04-2026,69.228.217.25,cache hit for request,normal
19:56:41,12-04-2026,30.82.144.131,normal authentication success,normal
19:56:42,12-04-2026,33.160.89.236,session closed normally,normal
19:56:43,12-04-2026,72.128.229.156,user profile loaded,normal
19:56:44,12-04-2026,93.84.113.52,session started,normal
19:56:45,12-04-2026,207.116.168.17,api call completed,normal
19:56:46,12-04-2026,203.0.113.42,data exfiltration large file transfer 2gb,data_exfiltration
19:56:47,12-04-2026,65.207.213.189,brief database connection retry success,normal
19:56:48,12-04-2026,97.231.133.160,request processed successfully,normal
19:56:49,12-04-2026,100.66.25.203,data fetched from database,normal
19:56:50,12-04-2026,131.202.162.179,file read successfully,normal
19:56:51,12-04-2026,243.48.144.10,query executed successfully,normal
19:56:52,12-04-2026,65.159.212.65,failed login attempt then success,normal
19:56:53,12-04-2026,180.30.184.224,session reopened after timeout,normal
19:56:54,12-04-2026,194.143.19.89,session reopened after timeout,normal
19:56:55,12-04-2026,67.171.65.231,api call completed,normal
19:56:56,12-04-2026,45.33.32.156,system crash detected kernel panic,system_crash
19:56:57,12-04-2026,170.230.24.78,query executed successfully,normal
19:56:58,12-04-2026,207.116.168.17,user profile loaded,normal
19:56:59,12-04-2026,112.90.201.147,login successful,normal
19:57:00,12-04-2026,181.152.105.215,password verified successfully,normal
19:57:01,12-04-2026,100.66.25.203,login from new ip verified,normal
19:57:02,12-04-2026,120.200.118.120,session closed normally,normal
19:57:03,12-04-2026,227.89.106.100,request processed successfully,normal
19:57:04,12-04-2026,89.184.176.184,request processed successfully,normal
19:57:05,12-04-2026,95.79.198.83,brief database connection retry success,normal
19:57:06,12-04-2026,198.51.100.1,ddos request flood 5000 requests per second,ddos
19:57:07,12-04-2026,194.143.19.89,login successful,normal
19:57:08,12-04-2026,89.184.176.184,failed login attempt then success,normal
19:57:09,12-04-2026,108.84.58.22,session closed normally,normal
19:57:10,12-04-2026,227.89.106.100,api call completed,normal
19:57:11,12-04-2026,65.207.213.189,file read successfully,normal
19:57:12,12-04-2026,112.90.201.147,user logged out,normal
19:57:13,12-04-2026,179.7.109.16,api call completed,normal
19:57:14,12-04-2026,89.184.176.184,query executed successfully,normal
19:57:15,12-04-2026,181.152.105.215,password verified successfully,normal
19:57:16,12-04-2026,198.51.100.1,failed login attempt,brute_force
19:57:17,12-04-2026,67.171.65.231,user profile loaded,normal
19:57:18,12-04-2026,212.148.221.19,normal authentication success,normal
19:57:19,12-04-2026,41.161.37.196,connection established successfully,normal
19:57:20,12-04-2026,67.171.65.231,connection established successfully,normal
19:57:21,12-04-2026,249.109.230.120,connection established successfully,normal
19:57:22,12-04-2026,65.159.212.65,normal authentication success,normal
19:57:23,12-04-2026,120.200.118.120,token refreshed successfully,normal
19:57:24,12-04-2026,30.82.144.131,request processed successfully,normal
19:57:25,12-04-2026,41.161.37.196,normal authentication success,normal
19:57:26,12-04-2026,103.21.244.0,failed login attempt,brute_force
19:57:27,12-04-2026,131.202.162.179,connection established successfully,normal
19:57:28,12-04-2026,65.207.213.189,password verified successfully,normal
19:57:29,12-04-2026,89.204.124.162,session reopened after timeout,normal
19:57:30,12-04-2026,207.116.168.17,normal authentication success,normal
19:57:31,12-04-2026,170.230.24.78,data fetched from database,normal
19:57:32,12-04-2026,236.203.182.178,cache hit for request,normal
19:57:33,12-04-2026,172.145.205.200,session reopened after timeout,normal
19:57:34,12-04-2026,120.215.10.121,api call completed,normal
19:57:35,12-04-2026,236.203.182.178,file read successfully,normal
19:57:37,12-04-2026,103.21.244.0,database connection failed repeatedly,db_failure
19:57:38,12-04-2026,120.200.118.120,brief database connection retry success,normal
19:57:39,12-04-2026,69.228.217.25,login successful,normal
19:57:40,12-04-2026,41.135.83.82,login successful,normal
19:57:41,12-04-2026,65.207.213.189,login from new ip verified,normal
19:57:42,12-04-2026,136.212.36.238,user profile loaded,normal
19:57:43,12-04-2026,65.207.213.189,connection established successfully,normal
19:57:44,12-04-2026,97.231.133.160,connection established successfully,normal
19:57:45,12-04-2026,69.228.217.25,request processed successfully,normal
19:57:46,12-04-2026,114.215.166.160,session started,normal
19:57:47,12-04-2026,198.51.100.1,failed login attempt,brute_force
19:57:48,12-04-2026,236.203.182.178,session started,normal
19:57:49,12-04-2026,72.128.229.156,session closed normally,normal
19:57:50,12-04-2026,69.228.217.25,login from new ip verified,normal
19:57:51,12-04-2026,72.128.229.156,cache hit for request,normal
19:57:52,12-04-2026,95.79.198.83,login successful,normal
19:57:53,12-04-2026,65.207.213.189,login from new ip verified,normal
19:57:54,12-04-2026,194.143.19.89,data fetched from database,normal
19:57:55,12-04-2026,127.249.128.53,login from new ip verified,normal
19:57:56,12-04-2026,120.200.118.120,normal authentication success,normal
19:57:57,12-04-2026,45.33.32.156,multiple session spam from single ip,session_spam
19:57:58,12-04-2026,127.97.168.240,session started,normal
19:57:59,12-04-2026,131.202.162.179,password verified successfully,normal
19:58:00,12-04-2026,181.152.105.215,data fetched from database,normal
19:58:01,12-04-2026,212.148.221.19,login from new ip verified,normal
19:58:02,12-04-2026,21.56.183.3,password verified successfully,normal
19:58:03,12-04-2026,141.49.28.195,user profile loaded,normal
19:58:04,12-04-2026,93.84.113.52,file read successfully,normal
19:58:05,12-04-2026,141.129.55.140,brief database connection retry success,normal
19:58:06,12-04-2026,95.209.167.87,file read successfully,normal
19:58:07,12-04-2026,198.51.100.1,ddos request flood 5000 requests per second,ddos
19:58:08,12-04-2026,56.6.49.181,query executed successfully,normal
19:58:09,12-04-2026,41.161.37.196,connection established successfully,normal
19:58:10,12-04-2026,73.98.124.233,data fetched from database,normal
19:58:11,12-04-2026,95.209.167.87,failed login attempt then success,normal
19:58:12,12-04-2026,207.116.168.17,login from new ip verified,normal
19:58:13,12-04-2026,172.145.205.200,connection established successfully,normal
19:58:14,12-04-2026,97.231.133.160,file read successfully,normal
19:58:15,12-04-2026,172.145.205.200,session reopened after timeout,normal
19:58:16,12-04-2026,174.33.51.59,token refreshed successfully,normal
19:58:17,12-04-2026,45.33.32.156,cpu usage spike 98 percent,cpu_spike
19:58:18,12-04-2026,100.66.25.203,user profile loaded,normal
19:58:19,12-04-2026,72.128.229.156,session started,normal
19:58:20,12-04-2026,69.228.217.25,data fetched from database,normal
19:58:21,12-04-2026,65.207.213.189,query executed successfully,normal
19:58:22,12-04-2026,212.148.221.19,password verified successfully,normal
19:58:23,12-04-2026,170.230.24.78,login from new ip verified,normal
19:58:24,12-04-2026,136.212.36.238,file read successfully,normal
19:58:25,12-04-2026,120.200.118.120,request processed successfully,normal
19:58:26,12-04-2026,120.200.118.120,normal authentication success,normal
19:58:27,12-04-2026,198.51.100.1,failed login attempt,brute_force
19:58:28,12-04-2026,95.79.198.83,brief database connection retry success,normal
19:58:29,12-04-2026,42.143.85.184,login successful,normal
19:58:30,12-04-2026,67.171.65.231,session closed normally,normal
19:58:31,12-04-2026,108.84.58.22,session reopened after timeout,normal
19:58:32,12-04-2026,60.211.213.144,user profile loaded,normal
19:58:33,12-04-2026,239.26.69.30,password verified successfully,normal
19:58:34,12-04-2026,172.145.205.200,connection established successfully,normal
19:58:35,12-04-2026,33.160.89.236,token refreshed successfully,normal
19:58:36,12-04-2026,97.231.133.160,token refreshed successfully,normal
19:58:37,12-04-2026,192.168.66.66,data exfiltration large file transfer 2gb,data_exfiltration
19:58:38,12-04-2026,108.84.58.22,connection established successfully,normal
19:58:39,12-04-2026,131.202.162.179,session started,normal
19:58:40,12-04-2026,93.84.113.52,failed login attempt then success,normal
19:58:41,12-04-2026,127.249.128.53,request processed successfully,normal
19:58:42,12-04-2026,89.184.176.184,user logged out,normal
19:58:43,12-04-2026,120.215.10.121,user logged out,normal
19:58:44,12-04-2026,236.203.182.178,password verified successfully,normal
19:58:45,12-04-2026,112.90.201.147,session closed normally,normal
19:58:46,12-04-2026,21.56.183.3,session started,normal
19:58:47,12-04-2026,45.33.32.156,infinite retry loop detected,infinite_retry
19:58:48,12-04-2026,41.135.83.82,failed login attempt then success,normal
19:58:49,12-04-2026,89.184.176.184,data fetched from database,normal
19:58:50,12-04-2026,239.26.69.30,data fetched from database,normal
19:58:51,12-04-2026,67.171.65.231,session reopened after timeout,normal
19:58:52,12-04-2026,30.78.61.199,api call completed,normal
19:58:53,12-04-2026,243.48.144.10,query executed successfully,normal
19:58:54,12-04-2026,97.231.133.160,session started,normal
19:58:55,12-04-2026,73.98.124.233,cache hit for request,normal
19:58:56,12-04-2026,73.98.124.233,query executed successfully,normal
19:58:57,12-04-2026,192.168.66.66,failed login attempt,brute_force
19:58:58,12-04-2026,141.129.55.140,session started,normal
19:58:59,12-04-2026,114.215.166.160,session started,normal
19:59:00,12-04-2026,136.212.36.238,brief database connection retry success,normal
19:59:01,12-04-2026,114.215.166.160,connection established successfully,normal
19:59:02,12-04-2026,136.212.36.238,normal authentication success,normal
19:59:03,12-04-2026,42.143.85.184,normal authentication success,normal
19:59:04,12-04-2026,89.184.176.184,normal authentication success,normal
19:59:05,12-04-2026,67.171.65.231,connection established successfully,normal
19:59:06,12-04-2026,174.33.51.59,session closed normally,normal
19:59:07,12-04-2026,203.0.113.42,data exfiltration large file transfer 2gb,data_exfiltration
19:59:08,12-04-2026,136.212.36.238,normal authentication success,normal
19:59:09,12-04-2026,41.135.83.82,normal authentication success,normal
19:59:10,12-04-2026,181.152.105.215,session started,normal
19:59:11,12-04-2026,67.171.65.231,token refreshed successfully,normal
19:59:12,12-04-2026,207.116.168.17,session started,normal
19:59:13,12-04-2026,56.6.49.181,api call completed,normal
